road_link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,volume_at_p,resource_balance,notes
76,476,475,0600_1100,2121.505,1.536,59.710,0.424,,,period-based
76,476,477,0600_1100,4636.963,3.759,54.008,0.927,,,period-based
76,476,705,0600_1100,2486.162,2.371,57.793,0.710,,,period-based
76,476,707,0600_1100,1066.628,1.186,59.922,0.305,,,period-based
76,477,476,0600_1100,2457.345,3.413,59.479,0.491,,,period-based
76,477,478,0600_1100,5968.240,2.542,54.219,0.918,,,period-based
76,477,503,0600_1100,4144.989,0.813,58.548,0.638,,,period-based
76,477,504,0600_1100,3975.175,0.892,58.767,0.612,,,period-based
76,478,477,0600_1100,3804.638,2.337,58.962,0.585,,,period-based
76,478,479,0600_1100,6549.098,3.486,51.967,1.008,,,period-based
76,478,633,0600_1100,5496.719,2.266,52.190,0.999,,,period-based
76,478,703,0600_1100,5020.067,1.451,54.343,0.913,,,period-based
76,479,478,0600_1100,4347.567,3.110,58.251,0.669,,,period-based
76,479,480,0600_1100,4803.507,1.226,57.431,0.739,,,period-based
76,479,629,0600_1100,2727.893,2.467,54.420,0.909,,,period-based
76,479,693,0600_1100,4957.770,2.044,28.318,1.653,,,period-based
76,480,479,0600_1100,4209.934,1.204,58.457,0.648,,,period-based
76,480,481,0600_1100,0.000,1.294,60.000,0.000,,,period-based
76,480,483,0600_1100,4964.133,1.747,52.368,0.993,,,period-based
76,480,484,0600_1100,5510.969,2.200,49.125,1.102,,,period-based
76,480,486,0600_1100,6213.975,2.132,53.320,0.956,,,period-based
76,481,480,0600_1100,336.465,1.294,60.000,0.067,,,period-based
76,481,482,0600_1100,0.000,0.488,60.000,0.000,,,period-based
76,481,483,0600_1100,2443.510,1.103,59.821,0.376,,,period-based
76,481,691,0600_1100,2396.395,2.316,59.834,0.369,,,period-based
76,482,481,0600_1100,0.000,0.488,60.000,0.000,,,period-based
76,483,480,0600_1100,4723.534,1.707,53.597,0.945,,,period-based
76,483,481,0600_1100,2396.395,1.103,59.834,0.369,,,period-based
76,483,539,0600_1100,2590.706,3.111,59.358,0.518,,,period-based
76,483,693,0600_1100,7565.896,0.870,47.046,1.164,,,period-based
76,484,480,0600_1100,4994.546,2.070,52.204,0.999,,,period-based
76,484,485,0600_1100,3289.432,3.074,58.360,0.658,,,period-based
76,484,627,0600_1100,5831.347,1.968,52.918,0.972,,,period-based
76,484,629,0600_1100,1573.728,1.530,59.957,0.262,,,period-based
76,485,484,0600_1100,2475.834,3.017,59.464,0.495,,,period-based
76,485,489,0600_1100,1546.072,2.443,59.918,0.309,,,period-based
76,485,626,0600_1100,6117.240,1.963,53.683,0.941,,,period-based
76,485,628,0600_1100,3781.286,1.387,58.987,0.582,,,period-based
76,486,480,0600_1100,6040.965,2.107,53.961,0.929,,,period-based
76,486,535,0600_1100,6998.356,0.302,49.935,1.077,,,period-based
76,486,627,0600_1100,7193.405,2.577,48.980,1.107,,,period-based
76,486,691,0600_1100,7010.879,1.284,49.875,1.079,,,period-based
76,487,488,0600_1100,2874.374,2.443,59.033,0.575,,,period-based
76,487,535,0600_1100,5183.901,3.708,56.567,0.798,,,period-based
76,487,681,0600_1100,3555.100,2.128,46.303,1.185,,,period-based
76,487,682,0600_1100,2912.831,1.707,52.942,0.971,,,period-based
76,488,405,0600_1100,3570.197,0.990,57.748,0.714,,,period-based
76,488,487,0600_1100,4956.090,2.752,52.411,0.991,,,period-based
76,488,680,0600_1100,2822.915,2.856,48.237,1.129,,,period-based
76,488,682,0600_1100,3828.735,1.853,32.873,1.531,,,period-based
76,489,485,0600_1100,240.983,2.440,60.000,0.048,,,period-based
76,489,490,0600_1100,1921.892,0.979,59.931,0.296,,,period-based
76,489,630,0600_1100,3355.061,1.944,53.255,0.959,,,period-based
76,489,631,0600_1100,2917.272,1.897,55.949,0.834,,,period-based
76,490,489,0600_1100,297.067,0.978,60.000,0.046,,,period-based
76,490,491,0600_1100,3715.816,2.437,59.054,0.572,,,period-based
76,490,557,0600_1100,4252.008,2.626,55.635,0.850,,,period-based
76,490,631,0600_1100,4613.962,1.329,54.114,0.923,,,period-based
76,491,490,0600_1100,973.552,2.399,59.995,0.150,,,period-based
76,491,492,0600_1100,1398.546,2.635,59.981,0.215,,,period-based
76,491,558,0600_1100,5225.562,2.494,56.462,0.804,,,period-based
76,491,559,0600_1100,3323.537,0.745,59.391,0.511,,,period-based
76,492,491,0600_1100,237.320,2.634,60.000,0.037,,,period-based
76,492,493,0600_1100,1000.240,0.993,59.995,0.154,,,period-based
76,492,561,0600_1100,4701.783,2.221,59.337,0.522,,,period-based
76,492,562,0600_1100,7114.981,0.780,56.679,0.791,,,period-based
76,493,492,0600_1100,138.710,0.993,60.000,0.021,,,period-based
76,493,494,0600_1100,6110.935,2.133,53.706,0.940,,,period-based
76,493,497,0600_1100,6539.465,1.625,52.008,1.006,,,period-based
76,493,562,0600_1100,10757.325,0.602,57.392,0.742,,,period-based
76,493,564,0600_1100,10668.232,1.908,57.474,0.736,,,period-based
76,494,493,0600_1100,6654.920,2.224,51.510,1.024,,,period-based
76,494,495,0600_1100,5821.102,2.656,58.465,0.647,,,period-based
76,494,561,0600_1100,6110.062,0.688,58.771,0.611,,,period-based
76,494,563,0600_1100,9897.705,2.522,52.450,0.990,,,period-based
76,495,494,0600_1100,8072.890,2.839,54.689,0.897,,,period-based
76,495,496,0600_1100,6255.729,2.456,57.970,0.695,,,period-based
76,495,551,0600_1100,3803.265,3.312,59.226,0.543,,,period-based
76,495,560,0600_1100,3288.069,0.618,59.565,0.470,,,period-based
76,496,436,0600_1100,6650.729,0.995,57.431,0.739,,,period-based
76,496,495,0600_1100,7648.264,2.558,55.647,0.850,,,period-based
76,496,553,0600_1100,5158.121,1.589,55.456,0.860,,,period-based
76,496,556,0600_1100,6817.293,1.229,48.000,1.136,,,period-based
76,497,493,0600_1100,8175.088,1.937,43.626,1.258,,,period-based
76,497,498,0600_1100,6539.465,0.668,52.008,1.006,,,period-based
76,498,497,0600_1100,8175.088,0.796,43.626,1.258,,,period-based
76,498,499,0600_1100,84.912,1.258,60.000,0.017,,,period-based
76,498,533,0600_1100,6454.555,1.407,52.363,0.993,,,period-based
76,499,498,0600_1100,500.931,1.258,59.999,0.100,,,period-based
76,499,500,0600_1100,902.006,2.606,59.990,0.180,,,period-based
76,499,567,0600_1100,12217.287,1.734,52.776,0.977,,,period-based
76,499,569,0600_1100,6220.458,1.059,59.453,0.498,,,period-based
76,500,499,0600_1100,2507.166,2.631,59.436,0.501,,,period-based
76,500,501,0600_1100,1599.184,3.313,59.906,0.320,,,period-based
76,500,566,0600_1100,5901.566,2.228,41.559,1.311,,,period-based
76,500,570,0600_1100,5159.980,0.845,47.645,1.147,,,period-based
76,501,500,0600_1100,3764.687,3.468,57.241,0.753,,,period-based
76,501,502,0600_1100,2063.950,3.206,59.740,0.413,,,period-based
76,501,571,0600_1100,2893.447,1.138,59.318,0.526,,,period-based
76,501,636,0600_1100,5572.030,1.236,51.813,1.013,,,period-based
76,502,501,0600_1100,4087.425,3.406,56.233,0.817,,,period-based
76,502,503,0600_1100,2318.525,3.338,59.855,0.357,,,period-based
76,502,632,0600_1100,2182.046,2.746,35.891,1.455,,,period-based
76,502,634,0600_1100,1297.224,1.719,55.355,0.865,,,period-based
76,503,477,0600_1100,1895.902,0.794,59.935,0.292,,,period-based
76,503,502,0600_1100,4270.125,3.423,58.369,0.657,,,period-based
76,503,504,0600_1100,1568.894,0.366,59.977,0.224,,,period-based
76,503,633,0600_1100,4079.945,3.103,58.979,0.583,,,period-based
76,504,477,0600_1100,6208.256,0.982,53.341,0.955,,,period-based
76,504,503,0600_1100,4205.084,0.373,58.850,0.601,,,period-based
76,504,505,0600_1100,3896.940,3.291,58.859,0.600,,,period-based
76,504,635,0600_1100,3709.727,0.720,59.298,0.530,,,period-based
76,505,504,0600_1100,6706.195,3.777,51.284,1.032,,,period-based
76,505,506,0600_1100,3230.186,2.254,59.456,0.497,,,period-based
76,505,634,0600_1100,4094.158,1.852,58.110,0.682,,,period-based
76,505,639,0600_1100,2493.921,1.399,59.733,0.416,,,period-based
76,506,505,0600_1100,5267.989,2.378,56.353,0.810,,,period-based
76,506,507,0600_1100,2359.274,3.607,59.557,0.472,,,period-based
76,506,639,0600_1100,2459.371,0.870,59.478,0.492,,,period-based
76,506,644,0600_1100,2614.815,2.440,59.334,0.523,,,period-based
76,507,506,0600_1100,4059.047,3.814,56.330,0.812,,,period-based
76,507,508,0600_1100,1383.247,7.080,59.947,0.277,,,period-based
76,507,578,0600_1100,418.120,5.161,59.946,0.279,,,period-based
76,507,646,0600_1100,2765.130,0.745,21.961,1.843,,,period-based
76,508,450,0600_1100,809.447,3.520,59.994,0.162,,,period-based
76,508,507,0600_1100,2439.124,7.134,59.495,0.488,,,period-based
76,508,509,0600_1100,2352.834,1.906,59.562,0.471,,,period-based
76,509,508,0600_1100,3248.571,1.943,58.438,0.650,,,period-based
76,509,510,0600_1100,2110.156,3.004,59.716,0.422,,,period-based
76,509,659,0600_1100,2637.786,1.112,59.311,0.528,,,period-based
76,509,667,0600_1100,2542.195,2.184,59.405,0.508,,,period-based
76,510,509,0600_1100,2604.385,3.023,59.345,0.521,,,period-based
76,510,511,0600_1100,2439.914,0.246,59.494,0.488,,,period-based
76,510,658,0600_1100,2825.281,1.089,57.841,0.706,,,period-based
76,510,666,0600_1100,1344.643,2.225,59.885,0.336,,,period-based
76,511,510,0600_1100,2154.661,0.245,59.691,0.431,,,period-based
76,511,512,0600_1100,1741.004,2.079,59.868,0.348,,,period-based
76,511,521,0600_1100,0.000,2.868,60.000,0.000,,,period-based
76,511,522,0600_1100,904.383,4.272,59.990,0.181,,,period-based
76,512,511,0600_1100,2176.044,2.085,59.679,0.435,,,period-based
76,512,513,0600_1100,1903.442,3.440,59.812,0.381,,,period-based
76,512,661,0600_1100,1427.083,1.142,57.754,0.714,,,period-based
76,512,670,0600_1100,923.787,3.445,59.593,0.462,,,period-based
76,513,512,0600_1100,2299.034,3.453,59.600,0.460,,,period-based
76,513,514,0600_1100,1903.442,4.901,59.812,0.381,,,period-based
76,513,902,0600_1100,2204.689,3.214,58.616,0.630,,,period-based
76,513,905,0600_1100,916.341,5.902,59.958,0.262,,,period-based
76,514,513,0600_1100,1989.668,4.904,59.775,0.398,,,period-based
76,514,515,0600_1100,1702.343,4.036,59.879,0.340,,,period-based
76,514,903,0600_1100,1386.385,2.580,59.592,0.462,,,period-based
76,514,905,0600_1100,1168.740,6.740,59.793,0.390,,,period-based
76,515,514,0600_1100,2099.268,4.047,59.722,0.420,,,period-based
76,515,516,0600_1100,0.000,5.288,60.000,0.000,,,period-based
76,515,534,0600_1100,1538.468,1.504,59.666,0.440,,,period-based
76,515,544,0600_1100,269.173,0.305,60.000,0.077,,,period-based
76,515,932,0600_1100,25.000,10.443,60.000,0.005,,,period-based
76,516,515,0600_1100,0.000,5.288,60.000,0.000,,,period-based
76,516,517,0600_1100,0.000,6.588,60.000,0.000,,,period-based
76,516,903,0600_1100,2732.724,7.260,59.615,0.455,,,period-based
76,516,906,0600_1100,2023.529,1.122,59.884,0.337,,,period-based
76,517,516,0600_1100,0.000,6.588,60.000,0.000,,,period-based
76,517,518,0600_1100,0.000,7.191,60.000,0.000,,,period-based
76,517,908,0600_1100,187.707,1.642,60.000,0.075,,,period-based
76,517,909,0600_1100,84.820,4.313,60.000,0.034,,,period-based
76,518,517,0600_1100,0.000,7.191,60.000,0.000,,,period-based
76,518,911,0600_1100,67.990,3.627,60.000,0.019,,,period-based
76,518,912,0600_1100,55.270,2.166,60.000,0.016,,,period-based
76,518,930,0600_1100,0.000,38.356,60.000,0.000,,,period-based
76,519,520,0600_1100,0.000,0.682,60.000,0.000,,,period-based
76,519,521,0600_1100,0.000,2.508,60.000,0.000,,,period-based
76,519,668,0600_1100,1596.551,0.377,56.555,0.798,,,period-based
76,519,670,0600_1100,1548.922,3.384,56.928,0.774,,,period-based
76,520,519,0600_1100,0.000,0.682,60.000,0.000,,,period-based
76,521,511,0600_1100,81.563,2.868,60.000,0.016,,,period-based
76,521,519,0600_1100,0.000,2.508,60.000,0.000,,,period-based
76,521,666,0600_1100,954.632,0.813,58.559,0.636,,,period-based
76,521,670,0600_1100,674.745,2.745,59.634,0.450,,,period-based
76,522,511,0600_1100,102.531,4.272,60.000,0.021,,,period-based
76,522,523,0600_1100,904.383,5.706,59.990,0.181,,,period-based
76,523,522,0600_1100,102.531,5.705,60.000,0.021,,,period-based
76,523,530,0600_1100,3203.383,2.126,58.521,0.641,,,period-based
76,523,545,0600_1100,992.606,0.061,59.986,0.199,,,period-based
76,524,525,0600_1100,1377.639,2.947,59.948,0.276,,,period-based
76,524,545,0600_1100,2188.292,3.735,59.672,0.438,,,period-based
76,524,578,0600_1100,2510.992,2.764,59.612,0.457,,,period-based
76,524,647,0600_1100,2781.042,0.810,59.417,0.506,,,period-based
76,525,452,0600_1100,2052.142,2.166,59.746,0.410,,,period-based
76,525,524,0600_1100,2794.030,2.988,59.135,0.559,,,period-based
76,525,652,0600_1100,1932.504,1.071,59.800,0.387,,,period-based
76,525,657,0600_1100,2383.863,2.255,59.539,0.477,,,period-based
76,526,527,0600_1100,3431.812,6.113,52.694,0.981,,,period-based
76,526,528,0600_1100,4997.985,9.882,52.185,1.000,,,period-based
76,526,541,0600_1100,1894.444,0.446,59.237,0.541,,,period-based
76,526,546,0600_1100,482.993,2.938,59.997,0.138,,,period-based
76,527,526,0600_1100,3541.752,6.213,51.845,1.012,,,period-based
76,527,542,0600_1100,522.175,0.613,59.996,0.149,,,period-based
76,527,543,0600_1100,3886.139,4.497,48.861,1.110,,,period-based
76,527,546,0600_1100,1446.453,3.261,59.739,0.413,,,period-based
76,528,526,0600_1100,3904.396,9.074,56.830,0.781,,,period-based
76,528,529,0600_1100,3506.118,1.322,59.248,0.539,,,period-based
76,528,573,0600_1100,4127.998,2.798,51.276,1.032,,,period-based
76,528,575,0600_1100,2271.261,1.164,59.079,0.568,,,period-based
76,529,528,0600_1100,2841.229,1.313,59.673,0.437,,,period-based
76,529,530,0600_1100,487.459,1.895,60.000,0.075,,,period-based
76,529,531,0600_1100,7515.737,1.426,47.314,1.156,,,period-based
76,530,523,0600_1100,626.874,2.074,59.998,0.125,,,period-based
76,530,529,0600_1100,4009.627,1.936,58.725,0.617,,,period-based
76,530,575,0600_1100,4083.464,2.683,56.247,0.817,,,period-based
76,530,577,0600_1100,2140.448,0.823,59.699,0.428,,,period-based
76,531,529,0600_1100,3328.683,1.136,59.387,0.512,,,period-based
76,531,532,0600_1100,7027.645,1.691,49.794,1.081,,,period-based
76,531,573,0600_1100,1956.906,0.756,59.133,0.559,,,period-based
76,531,574,0600_1100,3581.987,2.620,51.522,1.023,,,period-based
76,532,531,0600_1100,3972.200,1.432,58.771,0.611,,,period-based
76,532,533,0600_1100,7337.570,1.519,48.248,1.129,,,period-based
76,532,569,0600_1100,5572.651,1.792,48.723,1.115,,,period-based
76,532,574,0600_1100,4924.777,1.950,52.577,0.985,,,period-based
76,533,498,0600_1100,7674.157,1.585,46.459,1.181,,,period-based
76,533,532,0600_1100,5702.009,1.330,55.105,0.877,,,period-based
76,533,568,0600_1100,2256.552,1.498,59.629,0.451,,,period-based
76,533,569,0600_1100,1590.998,0.855,59.908,0.318,,,period-based
76,534,515,0600_1100,1955.496,1.517,59.136,0.559,,,period-based
76,534,543,0600_1100,3881.504,3.627,48.904,1.109,,,period-based
76,534,933,0600_1100,5468.000,11.565,31.686,1.562,,,period-based
76,535,438,0600_1100,3538.538,7.184,59.220,0.544,,,period-based
76,535,486,0600_1100,7269.903,0.311,48.594,1.118,,,period-based
76,535,487,0600_1100,3553.514,3.543,59.207,0.547,,,period-based
76,536,438,0600_1100,5225.333,2.192,50.894,1.045,,,period-based
76,536,537,0600_1100,3792.438,3.095,57.162,0.758,,,period-based
76,536,615,0600_1100,0.000,1.748,60.000,0.000,,,period-based
76,537,399,0600_1100,3577.248,4.089,57.731,0.715,,,period-based
76,537,536,0600_1100,5204.097,3.467,51.019,1.041,,,period-based
76,537,608,0600_1100,3008.607,2.729,59.205,0.547,,,period-based
76,537,610,0600_1100,9162.549,1.341,27.838,1.666,,,period-based
76,538,409,0600_1100,4645.192,1.566,53.969,0.929,,,period-based
76,538,474,0600_1100,1204.457,2.993,59.970,0.241,,,period-based
76,538,699,0600_1100,4450.785,0.722,59.150,0.556,,,period-based
76,538,704,0600_1100,3149.976,3.387,59.784,0.394,,,period-based
76,539,409,0600_1100,3107.028,2.612,58.687,0.621,,,period-based
76,539,483,0600_1100,5744.341,3.881,47.569,1.149,,,period-based
76,539,694,0600_1100,6544.950,1.658,41.655,1.309,,,period-based
76,539,704,0600_1100,2233.411,2.155,59.644,0.447,,,period-based
76,540,438,0600_1100,442.938,1.507,59.998,0.127,,,period-based
76,540,583,0600_1100,7136.806,4.307,10.337,2.379,,,period-based
76,540,622,0600_1100,804.005,2.048,59.954,0.268,,,period-based
76,541,526,0600_1100,1914.634,0.446,59.205,0.547,,,period-based
76,541,582,0600_1100,3049.726,3.881,45.039,1.220,,,period-based
76,541,902,0600_1100,2572.503,4.407,51.362,1.029,,,period-based
76,542,527,0600_1100,1381.191,0.615,59.783,0.395,,,period-based
76,542,902,0600_1100,8317.865,2.294,56.653,0.792,,,period-based
76,542,903,0600_1100,5484.737,4.260,59.337,0.522,,,period-based
76,543,527,0600_1100,4100.522,4.697,46.780,1.172,,,period-based
76,543,534,0600_1100,3929.531,3.661,48.452,1.123,,,period-based
76,543,903,0600_1100,72.158,0.907,60.000,0.021,,,period-based
76,544,515,0600_1100,252.070,0.305,60.000,0.072,,,period-based
76,544,903,0600_1100,2755.264,3.328,59.181,0.551,,,period-based
76,544,904,0600_1100,1972.245,2.529,59.783,0.394,,,period-based
76,545,523,0600_1100,2767.271,0.062,59.167,0.553,,,period-based
76,545,524,0600_1100,478.649,3.715,59.999,0.096,,,period-based
76,545,577,0600_1100,3280.793,1.960,56.186,0.820,,,period-based
76,545,580,0600_1100,3200.568,1.173,56.525,0.800,,,period-based
76,546,526,0600_1100,1446.453,2.951,59.739,0.413,,,period-based
76,546,527,0600_1100,482.993,3.247,59.997,0.138,,,period-based
76,547,1,0600_1100,3529.147,0.863,60.000,0.071,,,period-based
76,547,548,0600_1100,3232.435,1.608,49.910,1.077,,,period-based
76,547,549,0600_1100,4484.400,2.735,52.268,0.997,,,period-based
76,547,621,0600_1100,3103.219,1.608,59.102,0.564,,,period-based
76,548,2,0600_1100,4984.046,0.863,59.999,0.101,,,period-based
76,548,547,0600_1100,2384.671,1.418,56.610,0.795,,,period-based
76,548,550,0600_1100,4855.575,2.823,57.986,0.694,,,period-based
76,548,552,0600_1100,2766.020,2.699,54.132,0.922,,,period-based
76,548,618,0600_1100,4925.934,2.007,58.371,0.657,,,period-based
76,549,3,0600_1100,7826.033,0.863,59.994,0.158,,,period-based
76,549,547,0600_1100,3660.594,2.539,56.302,0.813,,,period-based
76,549,550,0600_1100,4040.423,1.675,56.393,0.808,,,period-based
76,549,551,0600_1100,7248.281,3.133,59.573,0.468,,,period-based
76,550,4,0600_1100,7976.314,0.863,59.994,0.161,,,period-based
76,550,548,0600_1100,4223.784,2.782,58.830,0.603,,,period-based
76,550,549,0600_1100,3878.000,1.660,56.911,0.776,,,period-based
76,550,551,0600_1100,7900.916,3.546,48.253,1.129,,,period-based
76,550,552,0600_1100,2567.767,4.597,42.627,1.284,,,period-based
76,550,553,0600_1100,4078.906,2.357,46.997,1.165,,,period-based
76,550,560,0600_1100,4135.277,3.385,46.429,1.182,,,period-based
76,551,5,0600_1100,15357.129,0.864,59.917,0.310,,,period-based
76,551,495,0600_1100,3209.442,3.291,59.605,0.458,,,period-based
76,551,549,0600_1100,4317.410,3.113,59.946,0.279,,,period-based
76,551,550,0600_1100,6076.360,3.095,55.291,0.868,,,period-based
76,551,563,0600_1100,19613.166,2.528,52.690,0.981,,,period-based
76,552,6,0600_1100,6888.676,0.863,59.997,0.139,,,period-based
76,552,435,0600_1100,4454.115,1.498,52.449,0.990,,,period-based
76,552,548,0600_1100,2112.819,2.525,57.865,0.704,,,period-based
76,552,550,0600_1100,2562.237,4.585,42.733,1.281,,,period-based
76,552,553,0600_1100,7710.569,2.436,54.468,0.907,,,period-based
76,552,618,0600_1100,4771.041,2.981,53.364,0.954,,,period-based
76,552,619,0600_1100,6230.583,3.173,58.380,0.656,,,period-based
76,553,7,0600_1100,8530.263,0.863,59.992,0.172,,,period-based
76,553,496,0600_1100,5068.862,1.581,55.741,0.845,,,period-based
76,553,550,0600_1100,4034.105,2.335,47.441,1.153,,,period-based
76,553,552,0600_1100,8222.880,2.502,53.033,0.967,,,period-based
76,553,560,0600_1100,6664.980,2.364,54.867,0.889,,,period-based
76,554,8,0600_1100,7431.618,0.863,59.995,0.150,,,period-based
76,554,435,0600_1100,4906.760,2.134,49.503,1.090,,,period-based
76,554,437,0600_1100,2791.465,1.074,57.939,0.698,,,period-based
76,554,614,0600_1100,3845.984,3.686,49.233,1.099,,,period-based
76,554,619,0600_1100,2496.344,3.216,52.214,0.999,,,period-based
76,554,622,0600_1100,2089.287,4.399,50.906,1.045,,,period-based
76,554,625,0600_1100,5369.515,1.940,57.038,0.767,,,period-based
76,555,9,0600_1100,6540.087,0.863,59.997,0.132,,,period-based
76,555,556,0600_1100,4823.585,3.142,58.499,0.643,,,period-based
76,555,622,0600_1100,5081.058,3.900,48.239,1.129,,,period-based
76,555,624,0600_1100,7763.863,2.571,37.603,1.412,,,period-based
76,555,625,0600_1100,6717.875,1.115,59.453,0.498,,,period-based
76,556,10,0600_1100,10542.228,0.863,59.981,0.213,,,period-based
76,556,437,0600_1100,3694.230,3.684,54.096,0.924,,,period-based
76,556,496,0600_1100,7702.593,1.384,42.631,1.284,,,period-based
76,556,555,0600_1100,6623.129,3.343,54.984,0.883,,,period-based
76,556,557,0600_1100,7779.576,3.753,45.879,1.197,,,period-based
76,556,560,0600_1100,5281.985,3.383,46.702,1.174,,,period-based
76,556,624,0600_1100,1332.085,5.672,40.753,1.332,,,period-based
76,557,11,0600_1100,8250.220,0.863,59.993,0.167,,,period-based
76,557,490,0600_1100,3942.569,2.577,56.711,0.789,,,period-based
76,557,556,0600_1100,8010.914,3.863,44.574,1.232,,,period-based
76,557,558,0600_1100,5871.873,2.399,46.681,1.174,,,period-based
76,557,559,0600_1100,7729.192,4.274,37.854,1.405,,,period-based
76,557,624,0600_1100,2562.486,6.248,42.728,1.281,,,period-based
76,557,630,0600_1100,7620.387,1.884,54.700,0.897,,,period-based
76,558,12,0600_1100,6462.534,0.863,59.997,0.131,,,period-based
76,558,491,0600_1100,3792.977,2.388,58.974,0.584,,,period-based
76,558,557,0600_1100,5206.231,2.195,51.006,1.041,,,period-based
76,558,560,0600_1100,6222.946,3.733,31.937,1.556,,,period-based
76,558,561,0600_1100,5550.565,2.354,59.158,0.555,,,period-based
76,559,13,0600_1100,10388.047,0.863,59.983,0.210,,,period-based
76,559,491,0600_1100,3175.078,0.743,59.492,0.488,,,period-based
76,559,557,0600_1100,7024.534,3.773,42.884,1.277,,,period-based
76,559,562,0600_1100,10685.049,2.883,54.830,0.890,,,period-based
76,559,566,0600_1100,3878.377,2.161,59.363,0.517,,,period-based
76,559,631,0600_1100,2690.459,3.307,59.255,0.538,,,period-based
76,560,14,0600_1100,12641.266,0.863,59.962,0.255,,,period-based
76,560,495,0600_1100,4741.154,0.632,58.164,0.677,,,period-based
76,560,550,0600_1100,3747.645,3.136,50.118,1.071,,,period-based
76,560,553,0600_1100,5689.172,2.269,57.161,0.759,,,period-based
76,560,556,0600_1100,4717.135,3.111,50.799,1.048,,,period-based
76,560,558,0600_1100,5905.252,3.403,35.036,1.476,,,period-based
76,560,561,0600_1100,10238.006,2.736,53.930,0.931,,,period-based
76,561,15,0600_1100,9689.596,0.863,59.987,0.196,,,period-based
76,561,492,0600_1100,6716.676,2.299,57.332,0.746,,,period-based
76,561,494,0600_1100,8559.397,0.728,55.529,0.856,,,period-based
76,561,558,0600_1100,3246.785,2.325,59.900,0.325,,,period-based
76,561,560,0600_1100,7322.660,2.531,58.283,0.666,,,period-based
76,562,16,0600_1100,22380.594,0.868,59.626,0.452,,,period-based
76,562,492,0600_1100,4800.391,0.746,59.280,0.533,,,period-based
76,562,493,0600_1100,10950.318,0.604,57.209,0.755,,,period-based
76,562,559,0600_1100,6755.551,2.674,59.109,0.563,,,period-based
76,562,563,0600_1100,742.072,4.105,34.727,1.484,,,period-based
76,562,567,0600_1100,6821.626,1.492,59.075,0.568,,,period-based
76,563,17,0600_1100,22236.568,0.868,59.636,0.449,,,period-based
76,563,494,0600_1100,5740.563,2.240,59.038,0.574,,,period-based
76,563,551,0600_1100,12397.312,2.270,58.700,0.620,,,period-based
76,563,562,0600_1100,726.698,3.966,35.943,1.453,,,period-based
76,563,564,0600_1100,19091.125,1.600,56.601,0.795,,,period-based
76,564,18,0600_1100,17801.049,0.865,59.850,0.360,,,period-based
76,564,493,0600_1100,7434.057,1.847,59.385,0.513,,,period-based
76,564,563,0600_1100,20840.801,1.638,55.285,0.868,,,period-based
76,564,565,0600_1100,11809.838,1.597,55.764,0.844,,,period-based
76,565,19,0600_1100,5082.504,0.863,59.999,0.103,,,period-based
76,565,564,0600_1100,18825.582,2.212,40.257,1.345,,,period-based
76,565,568,0600_1100,5558.908,1.547,59.588,0.463,,,period-based
76,565,569,0600_1100,4640.509,3.157,57.750,0.714,,,period-based
76,566,20,0600_1100,7120.373,0.863,59.996,0.144,,,period-based
76,566,500,0600_1100,4547.263,1.785,51.885,1.011,,,period-based
76,566,559,0600_1100,5175.946,2.211,58.026,0.690,,,period-based
76,566,567,0600_1100,3538.120,2.645,57.825,0.708,,,period-based
76,566,631,0600_1100,2363.702,3.736,46.416,1.182,,,period-based
76,567,21,0600_1100,4959.057,0.863,59.999,0.100,,,period-based
76,567,499,0600_1100,6811.995,1.545,59.217,0.545,,,period-based
76,567,562,0600_1100,12865.539,1.760,50.076,1.072,,,period-based
76,567,566,0600_1100,2636.615,2.578,59.312,0.527,,,period-based
76,568,22,0600_1100,4832.923,0.863,59.999,0.098,,,period-based
76,568,533,0600_1100,1625.749,1.492,59.900,0.325,,,period-based
76,568,565,0600_1100,12622.832,1.818,50.691,1.052,,,period-based
76,568,574,0600_1100,4782.737,2.060,59.950,0.273,,,period-based
76,569,23,0600_1100,15381.258,0.864,59.916,0.311,,,period-based
76,569,499,0600_1100,10436.602,1.126,55.924,0.835,,,period-based
76,569,532,0600_1100,3194.964,1.491,58.536,0.639,,,period-based
76,569,533,0600_1100,1805.841,0.856,59.847,0.361,,,period-based
76,569,565,0600_1100,7050.276,3.670,49.685,1.085,,,period-based
76,569,570,0600_1100,2789.834,2.644,59.917,0.310,,,period-based
76,569,572,0600_1100,2863.660,3.968,56.221,0.818,,,period-based
76,569,573,0600_1100,2573.841,3.071,59.697,0.429,,,period-based
76,570,24,0600_1100,6881.591,0.863,59.997,0.139,,,period-based
76,570,500,0600_1100,5953.938,0.979,41.105,1.323,,,period-based
76,570,569,0600_1100,4373.874,2.663,59.502,0.486,,,period-based
76,570,571,0600_1100,1986.236,3.604,58.319,0.662,,,period-based
76,570,572,0600_1100,2965.153,2.539,59.249,0.539,,,period-based
76,571,25,0600_1100,6682.742,0.863,59.997,0.135,,,period-based
76,571,501,0600_1100,4932.285,1.234,54.694,0.897,,,period-based
76,571,570,0600_1100,3004.763,4.032,52.131,1.002,,,period-based
76,571,572,0600_1100,4411.235,3.224,57.481,0.735,,,period-based
76,571,631,0600_1100,2442.937,5.132,44.981,1.221,,,period-based
76,571,632,0600_1100,3408.062,4.897,39.525,1.363,,,period-based
